name,title,publisher_frequency,publisher_frequency_select,publisher_implementation_schedule,publisher_ui,publisher_field_exclusions,publisher_contact,image_url,display_name,publisher_iati_id,publisher_units,publisher_record_exclusions,publisher_data_quality,publisher_country,publisher_description,publisher_refs,publisher_thresholdspublisher_agencies,publisher_constraints,publisher_organization_type,publisher_segmentation,license_id,state,publisher_timeliness
beesfordevelopment,Bees for Development Trust,0,quarterly,0,No,0,"1 Agincourt Street
Monmouth
NP25 3DZ
UK",0,0,GB-CHC-1078803,Projects. We will publish at the level of projects. ,No exclusions,Unverified,GB,"Bees for Development assists beekeepers living in poor and remote areas of the world - lifting them out of poverty through beekeeping. We work with individuals, trainers, community groups and associations, raising the profile of apiculture in developing countries to ensure a sustainable future for bees, people and the environment.",0,0,0,21,Per country,other-pd,active,After three months
ndsicde,Niger Delta Stakeholders Initiative for Community Development and Empowerment,0,not_specified,0,0,0,"SDN Nigeria Secretariat,
13 Location Road, Off Tombia Extension,
Oroazi, G.R.A. Phase 3,
Port Harcourt, Rivers State",http://www.stakeholderdemocracy.org/wp-content/uploads/2014/11/sdn-logo.jpg,0,NG-CAC-73022,0,0,0,NG,"WE SUPPORT THE EFFORTS OF THOSE AFFECTED BY EXTRACTIVE INDUSTRIES & WEAK GOVERNANCE THROUGH RIGHTS BASED COMMUNITY EMPOWERMENT. WE STRIVE TO PROTECT HUMAN RIGHTS & DEMAND RESPONSIVE GOVERNANCE. OUR PILLARS OF RESEARCH & ADVOCACY HELP FACILITATE COMMUNITIES & CIVIL SOCIETY TO NEGOTIATE WITH OTHER STAKEHOLDERS, TO GET A BETTER DEAL FROM THE INVESTMENTS & OPERATIONS THAT AFFECT THEIR LIVES",0,0,0,22,0,cc-zero,active,0
wcc,War Child Canada,0,not_specified,0,0,0,"489 College Street
Suite 500
Toronto, ON
M6G 1A5",0,0,CA-CRA_ACR-872374426,0,0,0,CA,0,0,0,0,21,0,notspecified,active,0
oxfamgb,Oxfam GB,Data will be published quarterly.,quarterly,http://iati.oxfam.org.uk/documents/Oxfam_GB_Implementation_Schedule.xlsx,IATI data will be available in Excel format at http://policy-practice.oxfam.org.uk/our-work/methods-approaches/open-information.,"Oxfam GB does not use the following fields: Policy Markers, Collaboration Types, Default Flow Types, Default Finance Types, Default Aid Types, Default Tied Aid Status, Loan Repayments or Accountable Participating Organisation.","Oxfam Supporter Relations, Oxfam House, John Smith Drive, Oxford, OX4 2JY or by e-mail to enquiries@oxfam.org.uk.",http://www.oxfam.org.uk/_Client/Images/Global/Logo.png,0,GB-CHC-202918,Oxfam GB has a multi-tiered activity structure of Projects grouped into Programmes. We are currently publishing Projects. ,Projects with internal or high sensitivity for security reasons are excluded. Programme administration and support projects are excluded.,"Past expenditure has been audited. Future budgets and Project narrative is subject to change. Sector information is based on the judgement of project staff. This information has primarily been written for an internal audience and may use Oxfam GB terminology.
",GB,Oxfam GB is a leading international NGO with a worldwide reputation for excellence in the delivery of aid and development work. Our purpose is to work with others to overcome poverty and suffering. Oxfam GB is a member of Oxfam International.,"Oxfam uses its own categorisation for Sector data. We have 5 Aims (1) A Sustainable Livelihood (2) Education and Health Care (3) Life and Security (4) Right to be Heard (5) Right to Equity -  Gender and Diversity. 

Our definition of Budget is the Total Project Value i.e. previous years' expenditure and current/future years' commitment - the current year's expenditure is not included. 

More information can be found at http://policy-practice.oxfam.org.uk/our-work/methods-approaches/open-information.",0,"From April 2013 details of donors and partners, and some documents, are being introduced in a phased manner. ",21,Data is published in separate files per country or region of impact. ,cc-by,active,Data will be published two months after the accounts have closed for each quarter.  
tfsr,Tools for Self Reliance,0,six_monthly,0,0,0,"Tools for Self Reliance, Ringwood Road, Netley Marsh, Hampshire, SO40 7GY",0,0,GB-CHC-280437,0,0,0,GB,"We are a UK based charity working to help relieve poverty in Africa. We work with local African organisations to deliver a programme of tools and training to bring about effective and sustainable change to trades people and their communities. The primary countries we work in are; Ghana, Malawi, Sierra Leone, Tanzania, Uganda and Zambia. 
We run vocational training projects which provide people with the skills they need to set up their own business. We also equip them with a toolkit to get them started. As well as technical training in trades such as carpentry, welding, and bricklaying, we also provide training in business and financial management. We believe that this approach gives people the best chance of success.",0,0,0,21,Separate files per country,odc-by,active,0
gcap,Global Climate Adaptation Partnership,0,monthly,0,0,0,"Thomas E Downing
CEO
info@ClimateAdaptation.cc",0,0,gcap-act2,0,0,0,GB,Limited liability company specialising in climate change and adaptation.,0,0,0,70,0,cc-nc,active,Quarterly
iww_publish,Interact Worldwide,Quarterly,0,0,We are considering creating a new area on our website for users to access project documents and data,We believe we have used all the fields recommended in the standard.,"Ian Thomas, Donor Accountant
telephone: 0203 217 0289
email: thomasi@interactworldwide.org",0,0,GB-CHC-1001698,Each development project will be published as a separate activity. ,"We will exclude information on activities whose publication could endanger the security of our staff, or our partners, or the communities we work with. We will only publish information on projects that are live at the time of publication. Exclusions are as per a draft organisational 'Open Information Policy' scheduled to be approved in June 2012",Organisational historic financial information will be externally audited. Project finances will generally be internally verified by programme and/or finance staff and may have been audited. Project documents will be reviewed by Prgramme or Fundraising staff prior to publication,GB,"Donor accountant, The main purpose of this post is to ensure that Interact Worldwide is able to demonstrate accountability and transparency of donor funds, producing donor reports and reconciliations of transactions to the nominal ledger. The post holder will work closely with our International Programme, Policy and Advocacy and Fundraising teams, to ensure reports are produced accurately and in a timely manner. ","The data will be published in simple form and documents linked to activities will be stored on the Interact Worldwide Website and linked from the published activity files.
",0,0,21,Data is published in separate files for each development project. A project may belong to one country or be regional. This will be clearly shown in the published data.,cc-by,active,The data will be published a quarter after it has been captured and internally available (e.g. data to 31st March will be published by 30th June)
unicefnl,UNICEF Netherlands National Committee,0,quarterly,0,0,0,"Bezuidenhoutseweg 74
2594AW Den Haag
Netherlands",0,0,NL-KVK-27102631,0,0,0,NL,0,0,0,0,22,0,cc-by-sa,active,0
oxfamus,Oxfam America,0,not_specified,http://www.oxfamamerica.org/iati/Oxfam-US-CS-ImplementationSchedule/,0,0,"226 Causeway St,
Boston, MA ",https://www.oxfamamerica.org/static/img/logo.png,0,US-EIN-23-7069110,0,0,0,US,0,0,0,0,21,0,notspecified,active,0
csa-kenya,Centre for the Study of Adolescence,0,not_specified,0,0,0,"19329-00202, Nairobi, Kenya. Mbaazi Avenue, Off King'ara road, Lavington, Nairobi",0,0,KE-NCB-218/051/96110/823,0,0,0,KE,0,0,0,0,80,0,notspecified,active,0
lepra,Lepra,Quarterly,not_specified,0,0,0,"Lepra
28 Middleborough, Colchester, CO1 1TG

+44 (0)1206 216700",0,0,GB-CHC-213251,Projects/programmes,0,0,GB,"Lepra is a UK registered international charity focusing on people who find themselves trapped at the intersection of disease, poverty and prejudice and help them to improve their health, lives and livelihoods.
With a history spanning 90 years we currently work on the frontline in India and Bangladesh to treat, educate, rehabilitate and give a voice to people living on the margins of society.
 


",0,0,0,21,Country,cc-by,active,3 months
wi,Wetlands International,0,quarterly,0,0,0,post@wetlands.org,0,0,NL-KVK-9099028,0,0,0,0,"We are the global not-for-profit organisation dedicated to the conservation and restoration of wetlands. Wetlands are the source of water that supports all forms of life. Despite our efforts to promote their importance, loss and damage to wetlands and their biodiversity continues. Our vision is a world where wetlands are treasured and nurtured for their beauty, the life they support and the resources they provide.",0,0,0,21,0,notspecified,active,quarterly
helpage_international,HelpAge International,"Our initial aim is to publish quarterly in arrears as per the stages described above, i.e. 

In October each year for all periods to June
In January each year for all periods to September
In April each year for all periods to December
In July each year for all periods to March (may be affected by financial year end processes).

Internal systems will need embedding in almost 20 offices during 2013-2014.  Subsequent to this, we would wish to improve the timeliness of reporting.",quarterly,0,Publishing will initially be to the IATI registry through AidStream.  HelpAge is presently investigating the technical requirements for IATI data to be held on its own website and by what means the XML files can be visualised therein.,"HelpAge will not be publishing against:

Policy markers
Collaboration type
Default finance type
Default Aid type
Default tied status
Related activity
Conditions
Results (except via reporting documents)
Planned disbursements

No activity will be published that has a pipeline status.

Collection of data for these elements is rarely undertaken within internal systems and investment in collecting and publishing this data is regarded as either having no discernible public benefit or the costs would not have obvious value for money.","Tim Barker, Operational Support Coordinator
tbarker@helpage.org",0,0,GB-COH-1762840,An activity is defined as a contract presently.  ,"An activity would only be excluded against the following criteria:  ""commercially sensitive information"", ""security and safety"" and ""personal information"". ","Published data quality will be unaudited.  Published information will be subject to the scrutiny, compliance and evaluation requirements of the donor concerned with any specific contract or HelpAge International's policies if stricter/more rigorous.",GB,"HelpAge International helps older people claim their rights, challenge discrimination and overcome poverty, so that they can lead dignified, secure, active and healthy lives.

Our work is strengthened through our global network of like-minded organisations – the only one of its kind in the world.
","No specific guides have been created for IATI presently.  

HelpAge International will be using a Reporting Organisation sector definition which is defined in our corporate strategy with links to this within our IATI organisational file.  ",0,"Publishing documentation may be limited for some time.  HelpAge does not have an internal web-based document storage facility at this time, so publishing URLs for documents is problematic.",21,Initially publishing will be unsegmented. As the volume of activities published increases we aim to segment our data by country or region as sensible.,cc-by,active,"Financial data is normally available internally within four weeks of a month end. We aim to update financial information within one month of this data being available.

New activities funded directly or indirectly by DFID will be published within three months of the start of their implementation."
nrt-kenya,Northern Rangelands Trust,0,not_specified,0,0,0,"P.O.Box PRIVATE BAG-60300, ISIOLO, KENYA",http://www.nrt-kenya.org/,0,KE-KRA-P051311853T,0,0,0,KE,"The Northern Rangelands Trust is a community led, non-governmental organisation that was set up in 2004 in northern Kenya by a coalition of local leaders, politicians and conservation interests. Its mission is to develop resilient community conservancies, which transform people’s lives, secure peace and conserve natural resources",0,0,0,22,0,notspecified,active,0
test1111,Test 1111,0,not_specified,0,0,0,0,0,0,test-111111,0,0,0,GB,0,0,0,0,80,0,notspecified,active,0
wwf-uk,WWF-UK,"6 monthly publication

To be increased to quarterly inline with implementation schedule As new projects are approved (i.e. this is done in anticipation of forth coming financial spend) and set up, we will report on them quarterly in arrears.",0,0,"As XML on our website, and the registry.
consideration of using Bond open source visualisation software as it becomes available

","Our exclusions are outlined in our Open Information policy, to be published on our website (URL wwf.org.uk/open) by Jan 13.		","Will Beale 
Head of Programme Management
WWF-UK
Panda House
Weyside Park
Godalming
Surrey GU7 1XR

wbeale@wwf.org.uk

t: 01483 426444 (main switchboard)
t: 01483 426333 (supporter and inform",0,0,GB-COH-1081247,"Activity is defined as a project
We will publish at activity level","Our exclusions are outlined in our Open Information policy, to be published on our website (URL wwf.org.uk/open) by Jan 13.	","Unverified - We will confirm that the projects published are active. Financial data will be audited but not necessarily before it is published - dependent on the timing relative to the financial cycle.
",GB,"First point of information requests
Manager and publisher of the datasets",0,0,"Data published is taken from our internal Insight system.  If the insight system doesn't have a particular field we will not publish it.  Periodically Insight is reviewed at the network level at these times, addition of fields that further comply to IATI may be considered.",21,We will publish by region,other-at,active,"As new projects are approved (i.e. this is done in anticipation of forth coming financial spend) and set up, we will report on them quarterly in arrears.
"
crb-ai_admin,Croix-Rouge de Belgique Communauté francophone - Activités internationales ASBL,0,not_specified,0,0,0,"Rue de Stalle , 96
1180 Bruxelles
",0,0,BE-BCE_KBO-0462132150,0,0,0,BE,0,0,0,0,22,0,notspecified,active,0
mofa-jpn,Ministry of Foreign Affairs of  Japan,0,not_specified,0,0,0,"2-2-1 Kasumigaseki, Chiyoda-ku, Tokyo",0,0,XM-DAC-701-2,0,0,0,JP,0,0,0,0,10,0,notspecified,active,0
packs-africa,Centre for Knowledge Management and Research (PACKS Africa),The frequency of data publication will be subject the availability of such data.,quarterly,0,"For now, most of our publicly available publications are accessible from our website, hence AITI data may be share through the same medium.",0,"Organisation Address:
P. O. Box NM 325, Nima, Accra, Ghana

Physical Address:
#12, Mango Tree Avenue, Asylum down, Accra, Ghana",https://packs-africa.org/img/logo.jpg,0,GH-DSW-7553,Activities reported will normally be in projects and programmes.,0,"The publisher's data are normally operational in nature, hence are subject to change when errors are identified at any point. However, they are also crosschecked and verified internally prior to publication.",GH,"PACKS Africa is an indigenous Ghanaian think tank operating in Accra (Ghana) and providing support services in the evidence-to-policy sector.
We have the ultimate aim of improving the uptake of research and other types of evidence in policy, and we do this through structured programmes aimed at improving public sector reform and management, namely;

- Knowledge Management for Development
- Information Systems Research, and
- Advocacy for Evidence-Informed Policy Making (EIPM)

As a not-for-profit organisation, we are officially registered in Ghana as a company limited by guarantee with the name Centre for Knowledge Management and Research.",Such guides and their explanations are yet to be produced. They will be available on the publisher website when completed (here: http://www.packs-africa.org/our%20publications.html).,0,0,80,"IATI data will be published in separate files, per country or region, when they become available, but for now, everything is published in one file.",odc-by,active,Normally within a month
slovakaid,Ministry of Foreign and European Affairs of the Slovak Republic,0,annually,http://slovakaid.sk/en/transparency,http://www.slovakdev.sk/en/pages/iati-files,0,"Ministry of Foreign and European Affairs of the Slovak Republic,
Hlboká cesta 2,
833 36 Bratislava 37,
Slovak Republic

Telephone number: 00421-2 5978 1111
www.mzv.sk / www.slovakaid.sk",0,0,XM-DAC-69-1,projects,"For aid projects the assumption will be of automatic disclosure of any information that SlovakAid has committed to publish, however a small number of exclusions apply to these (e.g. security and safety Information that could put the safety or security of our staff, partners or beneficiaries at risk). Governmental agencies and departments of the Slovak Republic are guided by the principles of Act No. 211/2000 Coll. (on free access to information - Freedom of Information Act) assuring a strong presumption in favor of openness. The guidance of the Act does provide the following principled exceptions for limitations of access to information in following cases:
• Protection of classified information
• Protection of person and personal data
• Protection of trade secret
• Other limitations of access to information (e.g. information disclosed under a special law, information that may violate intellectual property rights, information, which may concern the decision-making power of the courts, including international judicial authorities or law enforcement bodies under special regulations",0,SK,"The Ministry of Foreign and European Affairs (MFEA) is the national coordinator of Slovak development cooperation. It is responsible for formulating policy, coordinating the preparation of development cooperation and implementing programmes and projects, including the delivery of humantarian aid. MFEA‘s competences in development cooperation have been stipulated after Slovakia’s accession to the OECD (2000) and to the European Union (2004).

The 2015 Act on Official Development Cooperation (Act No. 392/2015 Coll.) establishes the legal and institutional framework for development assistance and is a strong statement of national priority. The Act requires assistance to be delivered in conformity with international principles (particularly the rules of the DAC), EU development policy and Slovak foreign policy and economic priorities. The Act also sets out the long term goals of Slovakia‟s ODA, the planning instruments to be used, the general modalities for ODA, the ODA authorities and the necessary requirements for the establishment of the Slovak Agency for International Development Cooperation (SAIDC).",0,0,0,10,IATI data is published in a single file covering all projects,cc-by,active,0
retrak,Retrak,Every 3 months,quarterly,0,n/a,n/a,"Address:
Metropolitan House, Station Road, Cheadle Hulme,
Cheshire, SK8 7AZ, UK

Telephone:+44 (0)161 485 6685

Email: mailbox@retrak.org



",0,0,GB-CHC-1122799,"Expenditure will be published by Country and sub-totals by 'Themes'
Retrak defines its themes as:
1. Creating Safe Spaces & Rebuilding Childhood
2. Returning Children Home
3. Preserving Families & Nurturing Community
4. Raising Standards
5. Speaking Out
",n/a,Internally audited / verified,GB,"Retrak's vision is a world where no child is forced to live on the street.

Retrak works to transform highly vulnerable children's lives; preserve families; empower communities and give each of them a voice.

We put children at the very heart of everything we do and will be fearless and tenacious in defending and promoting their rights.",n/a,0,n/a,21,Yes. Data will be published by Country and sub-divided by regions where appropriate.,cc-by,active,Within 3 months
tdh_nl,Terre des Hommes Netherlands,"Quarterly reporting on activities and annual reporting on organization.
Based on annual M&E reporting cycle, quarterly reporting on targets and actuals (output), more extensive end of year report (output plus outcome). 

",quarterly,https://drive.google.com/file/d/0B6rM3SOD44lySEZiWVg2dnl6c1k/view?usp=sharing,"A selection of the IATI data will be presented at the organisation’s website end 2016. 
","The fields that are not applicable to our organisation are indicated in the Implementation Schedule, including explanation.  
","Laura Smits
Program Officer

Terre des Hommes Nederland
Zoutmanstraat 42 - 44
2518 GS  |  Den Haag |  Nederland

+31 (0)70 310 50 02
www.terredeshommes.nl
",https://www.terredeshommes.nl/sites/tdh/themes/tdh/logo.en.svg,0,NL-KVK-41149287,"The organization works with 3y programs (program: level 1) and 1y partner contracts (level 2: projects) as related activities and targets to be achieved under programs 
","Open Information Policy: https://drive.google.com/file/d/0B6rM3SOD44lyTFpkek9JdlhpY1E/view?usp=sharing
Exclusion Policy:
https://drive.google.com/file/d/0B6rM3SOD44lyUzl1SHBsRUlnV3M/view?usp=sharing
","At the start the data contains operational data on planning and budget, including verification. After a year’s cycle the data will be audited.
",NL,"Founded in 1965, Terre des Hommes Netherlands is working to realize a world in which children are no longer exploited.

Child exploitation is about serious violations of the rights of the child. The definition of Terre des Hommes Netherlands covers worst forms of child labour, child trafficking, sexual exploitation of children and child abuse.
 
Terre des Hommes Netherlands prevents child exploitation, removes children from exploitative situations and ensures these children can develop themselves in a safe environment.
 
The United Nations Convention on the Rights of the Child forms the basis of the work of Terre des Hommes Netherlands. The organization offers help without discrimination against race, religion, gender or political inclination.
 
Nowadays 33 employees in The Netherlands, 78 local colleagues in four regions and over 1,800 volunteers in the Netherlands are dedicated to stopping child exploitation. They are, in turn, supported by tens of thousands of donors and companies.
 
Terre des Hommes Netherlands is a member of the Terre des Hommes International Federation: a network of ten national organizations working for the rights of children. Together, the ten members are active in 68 countries.
",https://drive.google.com/file/d/0B6rM3SOD44lyNzBCY081dHlBQlk/view?usp=sharing,0,"TdH is working with a Theory of Change and uses qualitative progress markers as outcome indicators. The output uses quantitative indicators. This system of both qualitative and quantitative reporting can be conflicting with the IATI standard at times.
",21,not yet,cc-by-sa,active,Data will be published within a month after collecting on selected levels (program + partner contracts) 
dca,DanChurchAid,0,quarterly,0,0,0,0,https://www.danchurchaid.org/var/fkn_site/storage/images/design/node_56/982716-213-eng-GB/image.png,0,DK-CVR-36980214,0,0,0,DK,0,0,0,0,21,0,odc-by,active,0
protos,Protos,0,not_specified,0,0,0,"Flamingostraat 36
9000 Gent",0,0,BE-BCE_KBO-0417299047,0,0,0,BE,0,0,0,0,22,0,notspecified,active,0
pinuk,People In Need UK,0,six_monthly,0,0,0,"People In Need, 49-51 East Rd, London, N1 6AH, UK",0,0,GB-CHC-1181344,0,0,0,GB,0,0,0,0,21,0,odc-by,active,0
maydayrescue,Stichting Mayday Rescue Foundation,0,quarterly,0,0,0,"De Cuserstraat 93, 1081 CN, Amsterdam",0,0,NL-KVK-855689493,0,0,0,NL,0,0,0,0,60,0,odc-pddl,active,Quarterly
vso,Voluntary Service Overseas (VSO),Data is refreshed quarterly.,0,0,"VSO will look into ways of making the IATI data as user-friendly possible. Showing our work, spend and Impact in a helpful way to the public.",We have published against all of the required fields. Some are fully complete presently and a small number require additional reporting going forward to become fully compliant.,"CEO Office, VSO, 100 London Road, Kingston upon Thames, KT2 6QJ, UK.

company.secretary@vso.org.uk
+44 (0) 20 8780 7500",C:\Users\alams\Desktop\VSO_whiteonpurple_72dpi.jpg,0,GB-CHC-313757,"We will initially report on a Country Office basis. Whilst reporting at a Country level there will be only one level of reporting. As we move to looking at a our activities on a programmatic level, there may be the need to move towards multi level reporting.",We would exclude activities where we have reason to believe that publication would present a credible risk to organisations or individuals involved. ,"The data comes from our accounting system, the validity of which is tested and approved  on an annual basis via external audit. In addition, monthly internal checks and procedures also ensure the reliability of the data. On top of this, high level data is reviewed on a monthly basis in the form of management reports. ",GB,"VSO is the world’s leading independent international development organisation that works through volunteers to fight poverty in developing countries.

VSO's high-impact approach involves bringing people together to share skills, build capabilities, promote international understanding and action, and change lives to make the world a fairer place for all.
",In the future we will look to develop our website to provide the most useful tools to analyse and understand our data. Data has been published in accordance with the IATI guidelines and coding structure.,0,There are currently no exclusions of Data. But we would exclude activities where we have reason to believe that publication would present a credible risk to organisations or individuals involved. ,21,VSO will publish one separate file per Country Office.,cc-by,active,"Data will be updated quarterly, one quarter in arrears."
ihsanrd,Ihsan Relief and Development,0,monthly,N/A,N/A,n/a,"1- Merkez Mah.Esenler Cad. 711 no’lu sokak daire no:10/115 Bağcılar/İstanbul, Turkey (headquarter)
2- Incilipiner Mahallesi, Kamil ocak Caddesi, Zümer iş merkezi No: 17, Kat 3, Gaziantep,Turkey (branch office)",http://www.ihsanrd.org/wp-content/uploads/2018/08/ihsan-200-120.png,0,TR-MOI-34-202-198,"All the collected data related to our projects implementation is allowed to be published

IhsanRD main activities are included in the five humanitarian programs:
* Food Security and Livelihood:
This program focuses on two main types of support: Emergency Aid and Sustainable Support.
Emergency Aid: Syrian communities have suffered a significant increase in violence due to the ongoing conflict, forcing hundreds of thousands from their homes. Our staff members in the field quickly identify community needs and respond promptly by distributing ready-to-eat rations and food baskets, as well as by supporting local bakeries.
Sustainable Support: IhsanRD supports and sustains local agriculture by providing key resources, such as seeds, fertilizer, fuel, and additional raw materials necessary for successful farming. We conduct training on Good Agricultural Practices (GAP) to educate farmers and increase our impact. This training introduces new agricultural technologies, such as “inter-cropping,” which unused land between olive groves optimizing production. 
 We also conduct programs that provide the most vulnerable households with opportunities to earn income. Through this program, households conduct rehabilitation of community assets in exchange for cash given to vulnerable families.

* Protection:
This program focuses on supporting children and victims of gender-based violence.
Child Protection: IhsanRD established several new centers in  Syrian governorates to provide children in need with improved access to quality protection resources. These centers provide structured recreational and psycho-social support, as well as case management services, to affected boys and girls. Our team also manages mobile units to provide recreational psychosocial support to children who cannot access our centers. These units generally administer services in local schools, mosques, community centers, and camps.
Gender-Based Violence: IhsanRD delivers services to victims of gender-based violence through safe spaces, which provide women and girls with a safe support network, as well as psycho-social services and vocational training. These programs enable women to find jobs in clinics, hospitals, and local organizations.

* WATER, SANITATION, AND HYGIENE (WASH)
IhsanRD has significantly increased WASH programs in select areas in Syria to rehabilitate critical water networks and sewage systems. As part of the rehabilitation process, we perform the following activities: • Installing critical hardware, such as generators and pumps • Rehabilitating water storage units • Rehabilitating piping networks destroyed during the conflict  • Supporting operations and maintenance of WASH units in cooperation with Local Councils by providing incentives, toolkits, fuel, and chlorine • Administering technical training • We also train community members to establish cost-recovery systems, and how to collect fees from local households to ensure that communities can continue operating their water systems after IhsanRD withdraws.

* Education:
This program focuses on expanding our education efforts in order to reach more children and provide better services. Our projects include: • Rehabilitating and renovating schools • Providing material resources and guides; including Education in Emergencies and Child Safe-Guarding guides for educators • Offering technical support and incentives for teachers and administrators • Delivering kits to teachers and students • Providing heaters and fuel for schools during winter • Conducting training programs on Education in Emergencies, Teachers in Crisis Contexts, Psychosocial Support, Child Safe-Guarding, and other important topics • Organizing awareness sessions for children, based on international standards, that cover various topics, such as avoiding remnants of war, maintaining personal hygiene, and returning to the education system • Managing vocational training centers in traditional school spaces to provide youth with professional skills and to enable them to transition into the job market • Building referral mechanisms within schools to provide vulnerable children with psychological services in cooperation with Ihsan’s Protection team • Establishing safety and security plans and providing schools with safety equipment, such as fire extinguishers and first aid kits.

* NON-FOOD ITEMS & SHELTER :
This program focuses on providing life-saving assistance to families fleeing violence or facing harsh weather conditions. Displaced families lack access to basic non-food items. IhsanRD provides essential materials, such as blankets, solar lamps, and mattresses, to the most vulnerable families living in dire conditions. 
We also provide families with tents and manage local centers to support individuals with nowhere to go.
In addition, we distribute winter kits and clothing through in-kind donations and voucher programs.",n/a,All project data will be quality checked at the time of upload which is then completed by the Management & Financial Support Officer. The basic project information is also checked at approval stage at the time the contract is being signed. CARE International UK continue to review and improve current systems for data and reporting and this will be reflected in regular monitoring and quarterly updates to the existing data if required.,TR,"IhsanRD role and mission is to provide Syrians with critical services to alleviate suffering, foster economic and social development, support a vibrant civil society, and build the capacity of local administrative councils.
Since its establishment in 2013, IhsanRD has successfully implemented more than 181 projects, with total budget $101,297,141 USD in five sectors (Protection FSL, Education, NFI/Shelter, and WASH) and four projects M&E as a Third-Party Monitoring. At IhsanRD, the MEAL department operates independently from the programs department to ensure implementing high standards of Monitoring, Evaluation, Accountability, and Learning. With 1,136 staff members distirbuted in five offices in Syria who are responsible for carrying out the projects through remote management in Turkey office. 
IhsanRD provides humanitarian assistance and implements activities through five sectors (FSL, NFI/Shelter, WASH, Protection, and Education)
",n/a,0,N/A,22,"IhsanRD operates in Syria through a remote management in Turkey. Therefore, there are no separated data files.",other-nc,active,"Usually, we publish our monthly report on the 17th of every month. It's possible that we can publish our data on the same day or on the next one."
rvo,Netherlands Enterprise Agency,0,quarterly,0,0,0,"Erik Hesseling
Coordinating Policy Advisor DC programmes
Phone: +31886021275
Mob. +31652524365
Email: erik.hesseling@rvo.nl
",0,0,NL-KVK-27378529,0,0,0,NL,"Netherlands Enterprise Agency (RVO.nl) encourages entrepreneurs in sustainable, agrarian, innovative and international business. It helps with grants, finding business partners, know-how and compliance with laws and regulations.

The aim is to improve opportunities for entrepreneurs and strengthen their position. The Agency works at the instigation of ministries and the European Union.

Netherlands Enterprise Agency is part of the Ministry of Economic Affairs. The organisation has been in existence since 2014 and is the result of a merger between NL Agency and the Dienst Regelingen. Some activities of the Commodities Boards are also included. 

Netherlands Enterprise Agency focuses on providing services to entrepreneurs. It aims to make it easier to do business using smart organisation and digital communication. The Agency works in The Netherlands and abroad with governments, knowledge centres, international organisations and countless other partners.",0,0,0,10,No segmentation.,odc-pddl,active,0
amrefmw,Amref Health Africa Malawi,0,not_specified,0,0,0,"​Amref Health Africa in Malawi | P.O Box 30768, Capital City, 
Lilongwe - Malawi.",https://www.facebook.com/Amref-Health-Africa-Malawi-863380783805491/,0,MW-NBM-R1527,0,0,0,MW,0,0,0,0,22,0,notspecified,active,0
berytech,Berytech Foundation,0,not_specified,0,0,0,"Berytech Building, Mar Roukoz Dekweneh.
P.O. Box 11-7503 Riad El Solh, Beirut Lebanon ",0,0,LB-MOI-26_AD,0,0,0,LB,0,0,0,0,60,0,odc-odbl,active,0
be-dgd,Belgian Development Cooperation,"From February 2017 onwards, data will be published on a weekly basis.",monthly,Will follow after update,"That's what we're planning for, after we have completed renewing our internal system (scheduled for end 2016).",0,http://diplomatie.belgium.be/en/Contact/,http://diplomatie.belgium.be/en/binaries/N01_ENG_tcm312-123840.jpg,0,XM-DAC-2-10,"Small in donor country expenses (< 5 to 10 k euros) counting as ODA (mostly administrative costs or awareness raising) are generally taken together.
Multi-sectoral and multi-country programs/projects are split in components so that details on the level of sector/country  combinations are available. 
",No ODA activities are excluded.,"Annual budgets are indicative, and subject to change (in line with DAC FSS stipulations). 
Actual disbursements and commitments are verified.",BE,"The federal government’s Directorate-General for Development (DGD):
- coordinates the Belgian development policy
- administers about 2/3 of the Belgian ODA","As a DAC-donor, Belgium uses DAC codes for most of the key-data-elements published through IATI.",0,0,10,"At this moment all data is published in 1 file.
In time, and in function of the feedback we receive from users, we could consider segment our data by country or region.
",odc-pddl,active,"From February 2017 onwards, data will be published on a weekly basis."
wnf,WNF Wereld Natuur Fonds,0,quarterly,0,0,Humanitarian fields are excluded,0,https://www.wnf.nl/upload_mm/2/1/5/192_fullimage_logo_wwf_tab_tm_a5_rgb.jpg,0,NL-KVK-41177588,Programme and projects within these programs are covered,0,Operational and subject to change during implementation.,NL,Het Wereld Natuur Fonds zet zich sinds 1962 actief en met succes in voor natuurbescherming over de hele wereld. We streven ernaar de prachtige rijkdom aan dier- en plantensoorten op aarde te beschermen. Samen met anderen willen we een wereld tot stand brengen waarin mens en natuur in harmonie leven. ,Following the guidelines of XM-DAC-7,0,0,21,Unsegmented,odc-odbl,active,One month after each Fiscal quarter.
3fi,3F International,0,not_specified,0,0,0,"3F
Kampmannsgade 4
DK-1790 Copenhagen V
Denmark ",0,0,DK-CVR-31378028,0,0,0,DK,0,0,0,0,22,0,notspecified,active,0
